Image id,Actual Label,xmin,ymin,xmax,ymax,xmin_norm,xmax_norm,ymin_norm,ymax_norm
img_3490_JPG_jpg.rf.968cac7f6b561e09b68fa4a979579310.jpg,Spoit,444,254,469,296,0.69375,0.7328125,0.396875,0.7328125
img_3490_JPG_jpg.rf.968cac7f6b561e09b68fa4a979579310.jpg,Spoit,438,164,464,190,0.684375,0.725,0.25625,0.725
img_3490_JPG_jpg.rf.968cac7f6b561e09b68fa4a979579310.jpg,Spoit,392,447,409,494,0.6125,0.6390625,0.6984375,0.6390625
img_3490_JPG_jpg.rf.968cac7f6b561e09b68fa4a979579310.jpg,Spoit,403,427,433,479,0.6296875,0.6765625,0.6671875,0.6765625
img_3490_JPG_jpg.rf.968cac7f6b561e09b68fa4a979579310.jpg,Spoit,152,402,181,432,0.2375,0.2828125,0.628125,0.2828125
img_3490_JPG_jpg.rf.968cac7f6b561e09b68fa4a979579310.jpg,Spoit,130,161,146,193,0.203125,0.228125,0.2515625,0.228125
img_3490_JPG_jpg.rf.968cac7f6b561e09b68fa4a979579310.jpg,Spoit,176,144,190,161,0.275,0.296875,0.225,0.296875
img_2945_JPG_jpg.rf.8af28852b829ba22e349727625864c02.jpg,Immature,268,374,279,398,0.41875,0.4359375,0.584375,0.4359375
img_2945_JPG_jpg.rf.8af28852b829ba22e349727625864c02.jpg,Immature,41,340,58,358,0.0640625,0.090625,0.53125,0.090625
img_2945_JPG_jpg.rf.8af28852b829ba22e349727625864c02.jpg,Immature,105,251,117,273,0.1640625,0.1828125,0.3921875,0.1828125
img_2945_JPG_jpg.rf.8af28852b829ba22e349727625864c02.jpg,Immature,122,262,128,282,0.190625,0.2,0.409375,0.2
img_2945_JPG_jpg.rf.8af28852b829ba22e349727625864c02.jpg,Immature,92,246,105,261,0.14375,0.1640625,0.384375,0.1640625
img_3393_JPG_jpg.rf.4c0a6fbe6764d1d9513dff820e5138a7.jpg,Spoit,35,344,77,414,0.0546875,0.1203125,0.5375,0.1203125
img_3393_JPG_jpg.rf.4c0a6fbe6764d1d9513dff820e5138a7.jpg,Spoit,326,249,365,296,0.509375,0.5703125,0.3890625,0.5703125
img_3393_JPG_jpg.rf.4c0a6fbe6764d1d9513dff820e5138a7.jpg,Spoit,511,526,558,592,0.7984375,0.871875,0.821875,0.871875
img_3393_JPG_jpg.rf.4c0a6fbe6764d1d9513dff820e5138a7.jpg,Spoit,122,465,140,497,0.190625,0.21875,0.7265625,0.21875
img_3393_JPG_jpg.rf.4c0a6fbe6764d1d9513dff820e5138a7.jpg,Spoit,137,506,156,538,0.2140625,0.24375,0.790625,0.24375
img_3393_JPG_jpg.rf.4c0a6fbe6764d1d9513dff820e5138a7.jpg,Mature_Unripe,342,317,373,363,0.534375,0.5828125,0.4953125,0.5828125
img_3393_JPG_jpg.rf.4c0a6fbe6764d1d9513dff820e5138a7.jpg,Mature_Unripe,142,4,192,66,0.221875,0.3,0.00625,0.3
img_3393_JPG_jpg.rf.4c0a6fbe6764d1d9513dff820e5138a7.jpg,Mature_Unripe,60,390,104,450,0.09375,0.1625,0.609375,0.1625
img_3393_JPG_jpg.rf.4c0a6fbe6764d1d9513dff820e5138a7.jpg,Mature_Unripe,375,392,405,430,0.5859375,0.6328125,0.6125,0.6328125
img_3393_JPG_jpg.rf.4c0a6fbe6764d1d9513dff820e5138a7.jpg,Mature_Unripe,191,377,207,397,0.2984375,0.3234375,0.5890625,0.3234375
img_3393_JPG_jpg.rf.4c0a6fbe6764d1d9513dff820e5138a7.jpg,Mature_Unripe,193,278,212,298,0.3015625,0.33125,0.434375,0.33125
img_3393_JPG_jpg.rf.4c0a6fbe6764d1d9513dff820e5138a7.jpg,Mature_Unripe,205,193,217,209,0.3203125,0.3390625,0.3015625,0.3390625
img_3393_JPG_jpg.rf.4c0a6fbe6764d1d9513dff820e5138a7.jpg,Mature_Unripe,179,225,193,239,0.2796875,0.3015625,0.3515625,0.3015625
img_3393_JPG_jpg.rf.4c0a6fbe6764d1d9513dff820e5138a7.jpg,Spoit,150,270,161,286,0.234375,0.2515625,0.421875,0.2515625
img_3393_JPG_jpg.rf.4c0a6fbe6764d1d9513dff820e5138a7.jpg,Spoit,329,310,344,330,0.5140625,0.5375,0.484375,0.5375
img_2437_JPG_jpg.rf.ee16cb3b18ad9399afd8620cf1ccfc48.jpg,Spoit,264,276,287,331,0.4125,0.4484375,0.43125,0.4484375
img_2437_JPG_jpg.rf.ee16cb3b18ad9399afd8620cf1ccfc48.jpg,Immature,444,259,467,315,0.69375,0.7296875,0.4046875,0.7296875
img_3384_JPG_jpg.rf.513703f605573cdbb793ab5ba6a5a398.jpg,Spoit,1,346,12,378,0.0015625,0.01875,0.540625,0.01875
img_3384_JPG_jpg.rf.513703f605573cdbb793ab5ba6a5a398.jpg,Spoit,136,526,155,550,0.2125,0.2421875,0.821875,0.2421875
img_3384_JPG_jpg.rf.513703f605573cdbb793ab5ba6a5a398.jpg,Spoit,182,616,203,640,0.284375,0.3171875,0.9625,0.3171875
img_3384_JPG_jpg.rf.513703f605573cdbb793ab5ba6a5a398.jpg,Spoit,216,383,229,401,0.3375,0.3578125,0.5984375,0.3578125
img_3384_JPG_jpg.rf.513703f605573cdbb793ab5ba6a5a398.jpg,Spoit,237,339,249,357,0.3703125,0.3890625,0.5296875,0.3890625
img_3384_JPG_jpg.rf.513703f605573cdbb793ab5ba6a5a398.jpg,Spoit,208,273,230,307,0.325,0.359375,0.4265625,0.359375
img_3384_JPG_jpg.rf.513703f605573cdbb793ab5ba6a5a398.jpg,Spoit,314,369,329,389,0.490625,0.5140625,0.5765625,0.5140625
img_3384_JPG_jpg.rf.513703f605573cdbb793ab5ba6a5a398.jpg,Spoit,346,322,362,344,0.540625,0.565625,0.503125,0.565625
img_3384_JPG_jpg.rf.513703f605573cdbb793ab5ba6a5a398.jpg,Spoit,373,254,392,283,0.5828125,0.6125,0.396875,0.6125
img_3384_JPG_jpg.rf.513703f605573cdbb793ab5ba6a5a398.jpg,Spoit,395,240,413,262,0.6171875,0.6453125,0.375,0.6453125
img_3384_JPG_jpg.rf.513703f605573cdbb793ab5ba6a5a398.jpg,Spoit,444,213,459,239,0.69375,0.7171875,0.3328125,0.7171875
img_3384_JPG_jpg.rf.513703f605573cdbb793ab5ba6a5a398.jpg,Spoit,534,275,548,293,0.834375,0.85625,0.4296875,0.85625
img_2880_JPG_jpg.rf.c6715b86b59a6aa479571cc197f7aa54.jpg,Immature,259,238,279,278,0.4046875,0.4359375,0.371875,0.4359375
img_2880_JPG_jpg.rf.c6715b86b59a6aa479571cc197f7aa54.jpg,Immature,355,333,363,347,0.5546875,0.5671875,0.5203125,0.5671875
img_2880_JPG_jpg.rf.c6715b86b59a6aa479571cc197f7aa54.jpg,Immature,359,346,373,372,0.5609375,0.5828125,0.540625,0.5828125
img_2880_JPG_jpg.rf.c6715b86b59a6aa479571cc197f7aa54.jpg,Immature,515,343,532,364,0.8046875,0.83125,0.5359375,0.83125
img_2880_JPG_jpg.rf.c6715b86b59a6aa479571cc197f7aa54.jpg,Immature,513,377,533,413,0.8015625,0.8328125,0.5890625,0.8328125
img_776_JPG_jpg.rf.5ee788e50cc7ee1f6158baaf635c062c.jpg,Mature_Unripe,279,389,320,434,0.4359375,0.5,0.6078125,0.5
img_776_JPG_jpg.rf.5ee788e50cc7ee1f6158baaf635c062c.jpg,Mature_Unripe,332,339,367,387,0.51875,0.5734375,0.5296875,0.5734375
img_1957_JPG_jpg.rf.727c4ca7acb9623a80f2c13a621928b4.jpg,Mature_Unripe,288,275,310,306,0.45,0.484375,0.4296875,0.484375
img_1957_JPG_jpg.rf.727c4ca7acb9623a80f2c13a621928b4.jpg,Mature_Unripe,248,405,268,431,0.3875,0.41875,0.6328125,0.41875
img_1957_JPG_jpg.rf.727c4ca7acb9623a80f2c13a621928b4.jpg,Mature_Unripe,270,407,287,432,0.421875,0.4484375,0.6359375,0.4484375
img_1957_JPG_jpg.rf.727c4ca7acb9623a80f2c13a621928b4.jpg,Mature_Unripe,269,448,285,476,0.4203125,0.4453125,0.7,0.4453125
img_3203_JPG_jpg.rf.b3fd667c361ef9115e4508d263e7a028.jpg,Spoit,301,97,342,150,0.4703125,0.534375,0.1515625,0.534375
img_3203_JPG_jpg.rf.b3fd667c361ef9115e4508d263e7a028.jpg,Mature_Unripe,300,141,332,187,0.46875,0.51875,0.2203125,0.51875
img_3203_JPG_jpg.rf.b3fd667c361ef9115e4508d263e7a028.jpg,Mature_Unripe,290,428,340,504,0.453125,0.53125,0.66875,0.53125
img_3203_JPG_jpg.rf.b3fd667c361ef9115e4508d263e7a028.jpg,Mature_Unripe,340,443,393,521,0.53125,0.6140625,0.6921875,0.6140625
img_3203_JPG_jpg.rf.b3fd667c361ef9115e4508d263e7a028.jpg,Mature_Unripe,294,512,333,576,0.459375,0.5203125,0.8,0.5203125
img_3203_JPG_jpg.rf.b3fd667c361ef9115e4508d263e7a028.jpg,Mature_Unripe,419,450,443,480,0.6546875,0.6921875,0.703125,0.6921875
img_3203_JPG_jpg.rf.b3fd667c361ef9115e4508d263e7a028.jpg,Mature_Unripe,404,382,422,408,0.63125,0.659375,0.596875,0.659375
img_3203_JPG_jpg.rf.b3fd667c361ef9115e4508d263e7a028.jpg,Mature_Unripe,420,410,445,432,0.65625,0.6953125,0.640625,0.6953125
img_3203_JPG_jpg.rf.b3fd667c361ef9115e4508d263e7a028.jpg,Mature_Unripe,417,383,443,405,0.6515625,0.6921875,0.5984375,0.6921875
img_3148_JPG_jpg.rf.3c5399da5805f654d9ddc68e5cc4defb.jpg,Immature,516,428,546,498,0.80625,0.853125,0.66875,0.853125
img_3148_JPG_jpg.rf.3c5399da5805f654d9ddc68e5cc4defb.jpg,Mature_Unripe,440,297,472,363,0.6875,0.7375,0.4640625,0.7375
img_3148_JPG_jpg.rf.3c5399da5805f654d9ddc68e5cc4defb.jpg,Spoit,279,448,301,478,0.4359375,0.4703125,0.7,0.4703125
img_3148_JPG_jpg.rf.3c5399da5805f654d9ddc68e5cc4defb.jpg,Spoit,266,392,283,408,0.415625,0.4421875,0.6125,0.4421875
img_3148_JPG_jpg.rf.3c5399da5805f654d9ddc68e5cc4defb.jpg,Spoit,94,426,110,451,0.146875,0.171875,0.665625,0.171875
img_3148_JPG_jpg.rf.3c5399da5805f654d9ddc68e5cc4defb.jpg,Spoit,107,466,124,482,0.1671875,0.19375,0.728125,0.19375
img_2891_JPG_jpg.rf.8982fa2546ecad4f1b9999a6028b5b11.jpg,Immature,387,506,425,542,0.6046875,0.6640625,0.790625,0.6640625
img_3009_JPG_jpg.rf.5eb5bdf3046e2cedb172bffb1d5101ea.jpg,Spoit,184,317,200,335,0.2875,0.3125,0.4953125,0.3125
img_3009_JPG_jpg.rf.5eb5bdf3046e2cedb172bffb1d5101ea.jpg,Mature_Unripe,271,480,288,508,0.4234375,0.45,0.75,0.45
img_3009_JPG_jpg.rf.5eb5bdf3046e2cedb172bffb1d5101ea.jpg,Mature_Unripe,279,435,296,467,0.4359375,0.4625,0.6796875,0.4625
img_3009_JPG_jpg.rf.5eb5bdf3046e2cedb172bffb1d5101ea.jpg,Immature,269,448,276,478,0.4203125,0.43125,0.7,0.43125
img_3009_JPG_jpg.rf.5eb5bdf3046e2cedb172bffb1d5101ea.jpg,Spoit,248,323,267,353,0.3875,0.4171875,0.5046875,0.4171875
img_3009_JPG_jpg.rf.5eb5bdf3046e2cedb172bffb1d5101ea.jpg,Spoit,225,377,229,386,0.3515625,0.3578125,0.5890625,0.3578125
img_3009_JPG_jpg.rf.5eb5bdf3046e2cedb172bffb1d5101ea.jpg,Spoit,231,389,240,401,0.3609375,0.375,0.6078125,0.375
img_3009_JPG_jpg.rf.5eb5bdf3046e2cedb172bffb1d5101ea.jpg,Mature_Unripe,247,147,265,179,0.3859375,0.4140625,0.2296875,0.4140625
img_3009_JPG_jpg.rf.5eb5bdf3046e2cedb172bffb1d5101ea.jpg,Mature_Unripe,321,383,329,393,0.5015625,0.5140625,0.5984375,0.5140625
img_3009_JPG_jpg.rf.5eb5bdf3046e2cedb172bffb1d5101ea.jpg,Mature_Unripe,377,429,387,443,0.5890625,0.6046875,0.6703125,0.6046875
img_3009_JPG_jpg.rf.5eb5bdf3046e2cedb172bffb1d5101ea.jpg,Mature_Unripe,420,408,428,421,0.65625,0.66875,0.6375,0.66875
img_3009_JPG_jpg.rf.5eb5bdf3046e2cedb172bffb1d5101ea.jpg,Mature_Unripe,422,419,432,435,0.659375,0.675,0.6546875,0.675
img_3009_JPG_jpg.rf.5eb5bdf3046e2cedb172bffb1d5101ea.jpg,Mature_Unripe,401,290,413,308,0.6265625,0.6453125,0.453125,0.6453125
img_3009_JPG_jpg.rf.5eb5bdf3046e2cedb172bffb1d5101ea.jpg,Mature_Unripe,443,404,456,428,0.6921875,0.7125,0.63125,0.7125
img_3009_JPG_jpg.rf.5eb5bdf3046e2cedb172bffb1d5101ea.jpg,Mature_Unripe,562,429,569,443,0.878125,0.8890625,0.6703125,0.8890625
img_3009_JPG_jpg.rf.5eb5bdf3046e2cedb172bffb1d5101ea.jpg,Mature_Unripe,565,423,575,433,0.8828125,0.8984375,0.6609375,0.8984375
img_3009_JPG_jpg.rf.5eb5bdf3046e2cedb172bffb1d5101ea.jpg,Mature_Unripe,562,380,569,390,0.878125,0.8890625,0.59375,0.8890625
img_274_JPG_jpg.rf.2438218215d45a2a62356cd1555216dc.jpg,Mature_Unripe,152,521,239,641,0.2375,0.3734375,0.8140625,0.3734375
img_274_JPG_jpg.rf.2438218215d45a2a62356cd1555216dc.jpg,Mature_Unripe,369,277,423,397,0.5765625,0.6609375,0.4328125,0.6609375
img_747_JPG_jpg.rf.452fc5a139b5e011eaefb73a812d10ba.jpg,Immature,360,224,385,268,0.5625,0.6015625,0.35,0.6015625
img_747_JPG_jpg.rf.452fc5a139b5e011eaefb73a812d10ba.jpg,Immature,403,207,429,249,0.6296875,0.6703125,0.3234375,0.6703125
img_747_JPG_jpg.rf.452fc5a139b5e011eaefb73a812d10ba.jpg,Immature,415,277,433,313,0.6484375,0.6765625,0.4328125,0.6765625
img_747_JPG_jpg.rf.452fc5a139b5e011eaefb73a812d10ba.jpg,Mature_Unripe,292,231,324,296,0.45625,0.50625,0.3609375,0.50625
img_747_JPG_jpg.rf.452fc5a139b5e011eaefb73a812d10ba.jpg,Mature_Unripe,315,207,357,271,0.4921875,0.5578125,0.3234375,0.5578125
img_747_JPG_jpg.rf.452fc5a139b5e011eaefb73a812d10ba.jpg,Mature_Unripe,455,171,475,229,0.7109375,0.7421875,0.2671875,0.7421875
img_747_JPG_jpg.rf.452fc5a139b5e011eaefb73a812d10ba.jpg,Mature_Unripe,481,158,518,220,0.7515625,0.809375,0.246875,0.809375
img_747_JPG_jpg.rf.452fc5a139b5e011eaefb73a812d10ba.jpg,Mature_Unripe,343,348,388,387,0.5359375,0.60625,0.54375,0.60625
img_747_JPG_jpg.rf.452fc5a139b5e011eaefb73a812d10ba.jpg,Mature_Unripe,388,467,424,527,0.60625,0.6625,0.7296875,0.6625
img_747_JPG_jpg.rf.452fc5a139b5e011eaefb73a812d10ba.jpg,Mature_Unripe,358,386,406,462,0.559375,0.634375,0.603125,0.634375
img_3945_JPG_jpg.rf.a5899e60e71a501d27c79ebf49463272.jpg,Immature,144,398,177,441,0.225,0.2765625,0.621875,0.2765625
img_3945_JPG_jpg.rf.a5899e60e71a501d27c79ebf49463272.jpg,Spoit,287,260,295,270,0.4484375,0.4609375,0.40625,0.4609375
img_3945_JPG_jpg.rf.a5899e60e71a501d27c79ebf49463272.jpg,Mature_Unripe,153,451,208,531,0.2390625,0.325,0.7046875,0.325
img_3945_JPG_jpg.rf.a5899e60e71a501d27c79ebf49463272.jpg,Mature_Unripe,128,306,168,373,0.2,0.2625,0.478125,0.2625
img_3945_JPG_jpg.rf.a5899e60e71a501d27c79ebf49463272.jpg,Mature_Unripe,224,205,263,292,0.35,0.4109375,0.3203125,0.4109375
img_3945_JPG_jpg.rf.a5899e60e71a501d27c79ebf49463272.jpg,Mature_Unripe,195,11,250,87,0.3046875,0.390625,0.0171875,0.390625
img_3945_JPG_jpg.rf.a5899e60e71a501d27c79ebf49463272.jpg,Mature_Unripe,123,127,141,149,0.1921875,0.2203125,0.1984375,0.2203125
img_3945_JPG_jpg.rf.a5899e60e71a501d27c79ebf49463272.jpg,Mature_Unripe,548,446,572,484,0.85625,0.89375,0.696875,0.89375
img_3945_JPG_jpg.rf.a5899e60e71a501d27c79ebf49463272.jpg,Mature_Unripe,552,165,576,193,0.8625,0.9,0.2578125,0.9
img_3945_JPG_jpg.rf.a5899e60e71a501d27c79ebf49463272.jpg,Mature_Unripe,509,242,530,272,0.7953125,0.828125,0.378125,0.828125
img_3945_JPG_jpg.rf.a5899e60e71a501d27c79ebf49463272.jpg,Mature_Unripe,302,256,314,277,0.471875,0.490625,0.4,0.490625
img_3945_JPG_jpg.rf.a5899e60e71a501d27c79ebf49463272.jpg,Mature_Unripe,286,269,304,293,0.446875,0.475,0.4203125,0.475
img_3945_JPG_jpg.rf.a5899e60e71a501d27c79ebf49463272.jpg,Mature_Unripe,326,145,343,177,0.509375,0.5359375,0.2265625,0.5359375
img_214_JPG_jpg.rf.0f3002580e059580b06ddc0e41374508.jpg,Immature,90,437,110,464,0.140625,0.171875,0.6828125,0.171875
img_1375_JPG_jpg.rf.ccdcaa4335b0c02df99d8babe6a24dac.jpg,Ripped,308,289,349,392,0.48125,0.5453125,0.4515625,0.5453125
img_3989_JPG_jpg.rf.bc27b803b71c78edd511bf83d36818c3.jpg,Mature_Unripe,181,109,211,139,0.2828125,0.3296875,0.1703125,0.3296875
img_3989_JPG_jpg.rf.bc27b803b71c78edd511bf83d36818c3.jpg,Mature_Unripe,152,118,175,149,0.2375,0.2734375,0.184375,0.2734375
img_3989_JPG_jpg.rf.bc27b803b71c78edd511bf83d36818c3.jpg,Immature,593,364,606,396,0.9265625,0.946875,0.56875,0.946875
img_3989_JPG_jpg.rf.bc27b803b71c78edd511bf83d36818c3.jpg,Immature,539,347,548,365,0.8421875,0.85625,0.5421875,0.85625
img_3989_JPG_jpg.rf.bc27b803b71c78edd511bf83d36818c3.jpg,Immature,290,332,300,350,0.453125,0.46875,0.51875,0.46875
img_3989_JPG_jpg.rf.bc27b803b71c78edd511bf83d36818c3.jpg,Immature,185,173,205,200,0.2890625,0.3203125,0.2703125,0.3203125
img_3989_JPG_jpg.rf.bc27b803b71c78edd511bf83d36818c3.jpg,Immature,151,343,168,363,0.2359375,0.2625,0.5359375,0.2625
img_3989_JPG_jpg.rf.bc27b803b71c78edd511bf83d36818c3.jpg,Mature_Unripe,567,249,590,273,0.8859375,0.921875,0.3890625,0.921875
img_3989_JPG_jpg.rf.bc27b803b71c78edd511bf83d36818c3.jpg,Mature_Unripe,153,266,175,298,0.2390625,0.2734375,0.415625,0.2734375
img_3989_JPG_jpg.rf.bc27b803b71c78edd511bf83d36818c3.jpg,Mature_Unripe,195,216,211,248,0.3046875,0.3296875,0.3375,0.3296875
img_3989_JPG_jpg.rf.bc27b803b71c78edd511bf83d36818c3.jpg,Mature_Unripe,201,215,221,236,0.3140625,0.3453125,0.3359375,0.3453125
img_3989_JPG_jpg.rf.bc27b803b71c78edd511bf83d36818c3.jpg,Mature_Unripe,182,254,199,278,0.284375,0.3109375,0.396875,0.3109375
img_3989_JPG_jpg.rf.bc27b803b71c78edd511bf83d36818c3.jpg,Spoit,297,160,314,188,0.4640625,0.490625,0.25,0.490625
img_3989_JPG_jpg.rf.bc27b803b71c78edd511bf83d36818c3.jpg,Spoit,499,190,515,232,0.7796875,0.8046875,0.296875,0.8046875
img_3254_JPG_jpg.rf.223494ffb3a96c566648b27b74ddde5c.jpg,Spoit,183,221,214,267,0.2859375,0.334375,0.3453125,0.334375
img_3254_JPG_jpg.rf.223494ffb3a96c566648b27b74ddde5c.jpg,Spoit,283,326,327,359,0.4421875,0.5109375,0.509375,0.5109375
img_3254_JPG_jpg.rf.223494ffb3a96c566648b27b74ddde5c.jpg,Spoit,343,194,372,242,0.5359375,0.58125,0.303125,0.58125
img_3254_JPG_jpg.rf.223494ffb3a96c566648b27b74ddde5c.jpg,Spoit,273,251,299,291,0.4265625,0.4671875,0.3921875,0.4671875
img_3254_JPG_jpg.rf.223494ffb3a96c566648b27b74ddde5c.jpg,Spoit,257,288,289,324,0.4015625,0.4515625,0.45,0.4515625
img_3254_JPG_jpg.rf.223494ffb3a96c566648b27b74ddde5c.jpg,Spoit,110,273,135,325,0.171875,0.2109375,0.4265625,0.2109375
img_3254_JPG_jpg.rf.223494ffb3a96c566648b27b74ddde5c.jpg,Spoit,128,397,156,460,0.2,0.24375,0.6203125,0.24375
img_3254_JPG_jpg.rf.223494ffb3a96c566648b27b74ddde5c.jpg,Spoit,502,399,530,436,0.784375,0.828125,0.6234375,0.828125
img_3254_JPG_jpg.rf.223494ffb3a96c566648b27b74ddde5c.jpg,Spoit,285,140,311,176,0.4453125,0.4859375,0.21875,0.4859375
img_3254_JPG_jpg.rf.223494ffb3a96c566648b27b74ddde5c.jpg,Spoit,389,101,420,164,0.6078125,0.65625,0.1578125,0.65625
img_2429_JPG_jpg.rf.37cb68464c13293566b7a620d2c43b2d.jpg,Immature,22,315,44,373,0.034375,0.06875,0.4921875,0.06875
img_2429_JPG_jpg.rf.37cb68464c13293566b7a620d2c43b2d.jpg,Immature,52,315,80,357,0.08125,0.125,0.4921875,0.125
img_3898_JPG_jpg.rf.4f5e119d1632c35b73335874ed388fc6.jpg,Mature_Unripe,430,239,464,301,0.671875,0.725,0.3734375,0.725
img_3898_JPG_jpg.rf.4f5e119d1632c35b73335874ed388fc6.jpg,Spoit,101,415,139,475,0.1578125,0.2171875,0.6484375,0.2171875
img_3898_JPG_jpg.rf.4f5e119d1632c35b73335874ed388fc6.jpg,Spoit,122,574,171,638,0.190625,0.2671875,0.896875,0.2671875
img_3898_JPG_jpg.rf.4f5e119d1632c35b73335874ed388fc6.jpg,Spoit,25,307,46,335,0.0390625,0.071875,0.4796875,0.071875
img_467_JPG_jpg.rf.54be7d30c01d04fdbb752d364e522e61.jpg,Mature_Unripe,10,510,50,596,0.015625,0.078125,0.796875,0.078125
img_467_JPG_jpg.rf.54be7d30c01d04fdbb752d364e522e61.jpg,Mature_Unripe,75,441,123,527,0.1171875,0.1921875,0.6890625,0.1921875
img_2349_JPG_jpg.rf.a72bce95dabb106cfe236f6e6ac1ed01.jpg,Immature,147,240,181,283,0.2296875,0.2828125,0.375,0.2828125
img_2349_JPG_jpg.rf.a72bce95dabb106cfe236f6e6ac1ed01.jpg,Immature,622,314,640,359,0.971875,1.0,0.490625,1.0
img_2349_JPG_jpg.rf.a72bce95dabb106cfe236f6e6ac1ed01.jpg,Immature,609,367,629,391,0.9515625,0.9828125,0.5734375,0.9828125
img_2349_JPG_jpg.rf.a72bce95dabb106cfe236f6e6ac1ed01.jpg,Spoit,194,273,230,341,0.303125,0.359375,0.4265625,0.359375
img_2349_JPG_jpg.rf.a72bce95dabb106cfe236f6e6ac1ed01.jpg,Spoit,115,81,141,129,0.1796875,0.2203125,0.1265625,0.2203125
img_871_JPG_jpg.rf.afb8ebe76b989b18719da09d613783ef.jpg,Mature_Unripe,328,127,365,169,0.5125,0.5703125,0.1984375,0.5703125
img_871_JPG_jpg.rf.afb8ebe76b989b18719da09d613783ef.jpg,Mature_Unripe,401,170,420,217,0.6265625,0.65625,0.265625,0.65625
img_871_JPG_jpg.rf.afb8ebe76b989b18719da09d613783ef.jpg,Mature_Unripe,358,146,387,178,0.559375,0.6046875,0.228125,0.6046875
img_963_JPG_jpg.rf.57e848c2fca4a5516f32e3394b03da8b.jpg,Mature_Unripe,375,211,411,297,0.5859375,0.6421875,0.3296875,0.6421875
img_963_JPG_jpg.rf.57e848c2fca4a5516f32e3394b03da8b.jpg,Mature_Unripe,452,308,500,374,0.70625,0.78125,0.48125,0.78125
img_2921_JPG_jpg.rf.3833c05c4eaff051678d16c6775ee79e.jpg,Immature,319,118,346,185,0.4984375,0.540625,0.184375,0.540625
img_2921_JPG_jpg.rf.3833c05c4eaff051678d16c6775ee79e.jpg,Immature,353,242,379,290,0.5515625,0.5921875,0.378125,0.5921875
img_2921_JPG_jpg.rf.3833c05c4eaff051678d16c6775ee79e.jpg,Immature,338,208,372,252,0.528125,0.58125,0.325,0.58125
img_2921_JPG_jpg.rf.3833c05c4eaff051678d16c6775ee79e.jpg,Immature,368,203,387,239,0.575,0.6046875,0.3171875,0.6046875
img_2921_JPG_jpg.rf.3833c05c4eaff051678d16c6775ee79e.jpg,Immature,525,305,539,328,0.8203125,0.8421875,0.4765625,0.8421875
img_2921_JPG_jpg.rf.3833c05c4eaff051678d16c6775ee79e.jpg,Immature,541,290,557,313,0.8453125,0.8703125,0.453125,0.8703125
img_2921_JPG_jpg.rf.3833c05c4eaff051678d16c6775ee79e.jpg,Immature,520,327,540,351,0.8125,0.84375,0.5109375,0.84375
img_2921_JPG_jpg.rf.3833c05c4eaff051678d16c6775ee79e.jpg,Immature,497,213,512,234,0.7765625,0.8,0.3328125,0.8
img_2921_JPG_jpg.rf.3833c05c4eaff051678d16c6775ee79e.jpg,Immature,287,313,302,338,0.4484375,0.471875,0.4890625,0.471875
